refset;algorithm;variation;binary;expression;bp distance;ROC-AUC per chromosome;Recall snps;Recall entries;Recall genes;ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
farashi p-value cutoff;RF;incoming;normal;diff expression;25;;13;14;11;60,45918367;0,641025641;7;13;14;14;1,785714286;1,5
farashi p-value cutoff;RF;incoming;normal;diff expression;50;;18;19;15;73,24561404;0,723544974;11;18;19;19;1,578947368;1
farashi p-value cutoff;RF;incoming;normal;diff expression;100;;20;21;17;68,75607386;0,623409091;10;17;21;21;2,047619048;2
farashi p-value cutoff;RF;incoming;normal;diff expression;500;;54;56;48;67,34354008;0,491484759;9;25;35;43;6,964285714;4
farashi p-value cutoff;RF;incoming;normal;diff expression;1000;0,449039093;73;76;64;65,86651715;0,457961116;11;15;26;48;13,07894737;8
farashi p-value cutoff;RF;incoming;normal;diff expression;2000;0,478392806;82;85;72;63,80857111;0,452626436;8;13;17;34;21,62352941;13
farashi p-value cutoff;RF;incoming;normal;diff expression;depict;;38;38;38;71,11244019;0,729166667;25;36;38;38;1,526315789;1
farashi p-value cutoff;RF;incoming;normal;no expression;25;;13;14;11;73,97959184;0,807692308;9;13;14;14;1,5;1
farashi p-value cutoff;RF;incoming;normal;no expression;50;;18;19;15;78,28947368;0,830026455;13;18;19;19;1,473684211;1
farashi p-value cutoff;RF;incoming;normal;no expression;100;;20;21;17;71,86588921;0,695530303;11;17;21;21;1,952380952;1
farashi p-value cutoff;RF;incoming;normal;no expression;500;;54;56;48;68,49809673;0,524228529;7;24;37;46;6,803571429;4
farashi p-value cutoff;RF;incoming;normal;no expression;1000;0,489183323;73;76;64;66,91931008;0,489687281;10;16;24;50;12,32894737;7,5
farashi p-value cutoff;RF;incoming;normal;no expression;2000;0,509781644;82;85;72;64,5811675;0,487688146;5;9;16;35;20,65882353;14
farashi p-value cutoff;RF;incoming;normal;no expression;depict;;38;38;38;69,43779904;0,723684211;25;37;38;38;1,578947368;1
farashi p-value cutoff;RF;incoming;binary;diff expression;25;;13;14;11;72,44897959;0,820512821;9;14;14;14;1,5;1
farashi p-value cutoff;RF;incoming;binary;diff expression;50;;18;19;15;73,24561404;0,751322751;11;18;19;19;1,578947368;1
farashi p-value cutoff;RF;incoming;binary;diff expression;100;;20;21;17;73,56656948;0,701666667;13;17;20;21;2,047619048;1
farashi p-value cutoff;RF;incoming;binary;diff expression;500;;54;56;48;68,38474026;0,498645895;8;26;35;45;6,857142857;4
farashi p-value cutoff;RF;incoming;binary;diff expression;1000;0,401430118;73;76;64;68,17298074;0,464154264;7;18;26;54;11,96052632;8
farashi p-value cutoff;RF;incoming;binary;diff expression;2000;0,504574758;82;85;72;66,5820276;0,503832056;1;10;22;35;18,87058824;13
farashi p-value cutoff;RF;incoming;binary;diff expression;depict;;38;38;38;77,18301435;0,787280702;28;36;38;38;1,447368421;1
farashi p-value cutoff;RF;incoming;binary;no expression;25;;13;14;11;80,35714286;0,871794872;10;14;14;14;1,357142857;1
farashi p-value cutoff;RF;incoming;binary;no expression;50;;18;19;15;81,46929825;0,865740741;14;18;19;19;1,421052632;1
farashi p-value cutoff;RF;incoming;binary;no expression;100;;20;21;17;73,61516035;0,66;11;20;21;21;1,80952381;1
farashi p-value cutoff;RF;incoming;binary;no expression;500;;54;56;48;71,67907524;0,611241785;13;29;38;46;6,178571429;3
farashi p-value cutoff;RF;incoming;binary;no expression;1000;0,457435114;73;76;64;69,20600858;0,515980225;7;24;30;49;11,78947368;7
farashi p-value cutoff;RF;incoming;binary;no expression;2000;0,477381449;82;85;72;64,90838039;0,479024011;0;7;18;38;20,35294118;11
farashi p-value cutoff;RF;incoming;binary;no expression;depict;;38;38;38;77,03349282;0,789473684;28;36;37;38;1,5;1
farashi p-value cutoff;RF;outgoing;normal;diff expression;25;;15;16;13;74,16666667;0,78;11;15;16;16;1,5;1
farashi p-value cutoff;RF;outgoing;normal;diff expression;50;;20;21;17;71,03174603;0,729166667;13;20;21;21;1,571428571;1
farashi p-value cutoff;RF;outgoing;normal;diff expression;100;0,670987654;22;23;19;70,9382151;0,687878788;11;20;22;23;2;2
farashi p-value cutoff;RF;outgoing;normal;diff expression;500;;57;59;50;71,55069878;0,611076297;11;30;43;47;6,220338983;3
farashi p-value cutoff;RF;outgoing;normal;diff expression;1000;0,611036737;75;79;66;74,39889777;0,619300638;14;27;38;61;10,43037975;6
farashi p-value cutoff;RF;outgoing;normal;diff expression;2000;0,51574051;82;86;72;66,98431265;0,512102118;8;18;23;38;19,8372093;12,5
farashi p-value cutoff;RF;outgoing;normal;diff expression;depict;;37;37;37;65,98119859;0,622265122;20;36;37;37;1,594594595;1
farashi p-value cutoff;RF;outgoing;normal;no expression;25;;15;16;13;74,16666667;0,78;11;15;16;16;1,5;1
farashi p-value cutoff;RF;outgoing;normal;no expression;50;;20;21;17;73,80952381;0,758333333;14;21;21;21;1,476190476;1
farashi p-value cutoff;RF;outgoing;normal;no expression;100;0,705050505;22;23;19;73,56979405;0,727020202;12;21;22;23;1,869565217;1
farashi p-value cutoff;RF;outgoing;normal;no expression;500;;57;59;50;69,24001388;0,567186425;7;31;38;45;6,457627119;3
farashi p-value cutoff;RF;outgoing;normal;no expression;1000;0,521346384;75;79;66;68,81248228;0,520523786;9;19;37;57;12,84810127;6
farashi p-value cutoff;RF;outgoing;normal;no expression;2000;0,45645969;82;86;72;63,25494485;0,459649726;6;9;18;32;23,29069767;13
farashi p-value cutoff;RF;outgoing;normal;no expression;depict;;37;37;37;70,35840188;0,69047619;24;35;37;37;1,567567568;1
farashi p-value cutoff;RF;outgoing;binary;diff expression;25;;15;16;13;74,16666667;0,78;11;15;16;16;1,5;1
farashi p-value cutoff;RF;outgoing;binary;diff expression;50;;20;21;17;69,74206349;0,725;13;20;21;21;1,571428571;1
farashi p-value cutoff;RF;outgoing;binary;diff expression;100;0,732267116;22;23;19;77,76506484;0,757575758;14;21;23;23;1,695652174;1
farashi p-value cutoff;RF;outgoing;binary;diff expression;500;;57;59;50;66,10293389;0,494630151;7;29;37;42;7,559322034;4
farashi p-value cutoff;RF;outgoing;binary;diff expression;1000;0,593905354;75;79;66;70,02232094;0,562167689;7;27;39;56;12,98734177;6
farashi p-value cutoff;RF;outgoing;binary;diff expression;2000;0,516170891;82;86;72;64,96056434;0,503512296;6;16;23;41;22,1627907;12,5
farashi p-value cutoff;RF;outgoing;binary;diff expression;depict;;37;37;37;70,62279671;0,657657658;23;35;37;37;1,540540541;1
farashi p-value cutoff;RF;outgoing;binary;no expression;25;;15;16;13;69,16666667;0,713333333;10;15;16;16;1,5625;1
farashi p-value cutoff;RF;outgoing;binary;no expression;50;;20;21;17;70,83333333;0,716666667;12;21;21;21;1,476190476;1
farashi p-value cutoff;RF;outgoing;binary;no expression;100;0,751459035;22;23;19;77,30739893;0,710858586;10;23;23;23;1,652173913;2
farashi p-value cutoff;RF;outgoing;binary;no expression;500;;57;59;50;68,94885519;0,522099825;6;27;38;48;6,220338983;4
farashi p-value cutoff;RF;outgoing;binary;no expression;1000;0,561274804;75;79;66;67,5313911;0,51394857;4;19;32;49;12,91139241;8
farashi p-value cutoff;RF;outgoing;binary;no expression;2000;0,463759456;82;86;72;61,37097767;0,456181881;4;6;12;29;22,80232558;16
farashi p-value cutoff;RF;outgoing;binary;no expression;depict;;37;37;37;69,88836663;0,689189189;22;35;37;37;1,540540541;1
DeRycke;LR;combo;normal;diff expression;25;;15;19;16;58,50202429;0,684444444;9;18;19;19;1,736842105;2
DeRycke;LR;combo;normal;diff expression;50;;22;28;23;65,10989011;0,69534632;14;24;26;28;2,035714286;1,5
DeRycke;LR;combo;normal;diff expression;100;;29;36;29;53,24074074;0,457157785;11;28;33;35;2,861111111;2
DeRycke;LR;combo;normal;diff expression;500;0,51188944;76;116;72;62,39211475;0,554080868;19;46;63;83;8,543103448;5
DeRycke;LR;combo;normal;diff expression;1000;0,498561219;95;157;98;59,45509721;0,50198681;8;34;53;92;16,80254777;8
DeRycke;LR;combo;normal;diff expression;2000;0,546764895;106;175;109;57,91432287;0,518949383;3;22;36;71;27,69714286;14
DeRycke;LR;combo;normal;diff expression;depict;;42;46;44;83,06763285;0,751753415;29;42;45;46;1,760869565;1
DeRycke;LR;combo;normal;no expression;25;;15;19;16;60,93117409;0,691111111;9;18;19;19;1,684210526;2
DeRycke;LR;combo;normal;no expression;50;;22;28;23;67,58241758;0,666666667;14;26;27;28;1,857142857;1,5
DeRycke;LR;combo;normal;no expression;100;;29;36;29;62,98500882;0,592058516;13;32;35;36;2,277777778;2
DeRycke;LR;combo;normal;no expression;500;0,516459542;76;116;72;66,23546335;0,556080102;20;56;63;89;7,456896552;4
DeRycke;LR;combo;normal;no expression;1000;0,523468752;95;157;98;64,12912262;0,562465174;15;43;56;101;13,56687898;7
DeRycke;LR;combo;normal;no expression;2000;0,524912652;106;175;109;59,6102545;0,531557989;11;26;37;67;24,76;13
DeRycke;LR;combo;normal;no expression;depict;;42;46;44;83,90096618;0,756815905;29;43;44;46;1,695652174;1
DeRycke;LR;combo;binary;diff expression;25;;15;19;16;66,59919028;0,804444444;11;17;19;19;1,736842105;1
DeRycke;LR;combo;binary;diff expression;50;;22;28;23;71,08516484;0,793831169;15;26;28;28;1,678571429;1
DeRycke;LR;combo;binary;diff expression;100;;29;36;29;56,10670194;0,477638454;10;29;35;35;2,666666667;2
DeRycke;LR;combo;binary;diff expression;500;0,52937025;76;116;72;60,61428745;0,473997649;11;42;61;88;8,939655172;5
DeRycke;LR;combo;binary;diff expression;1000;0,458485939;95;157;98;58,30326475;0,426476814;8;26;56;90;17,08280255;8
DeRycke;LR;combo;binary;diff expression;2000;0,469323236;106;175;109;55,27081553;0,422741696;3;15;36;56;28,73142857;16
DeRycke;LR;combo;binary;diff expression;depict;;42;46;44;78,76811594;0,651274851;25;43;43;45;2,086956522;1
DeRycke;LR;combo;binary;no expression;25;;15;19;16;65,18218623;0,691111111;10;18;19;19;1,684210526;1
DeRycke;LR;combo;binary;no expression;50;;22;28;23;74,03846154;0,790584416;16;26;27;28;1,714285714;1
DeRycke;LR;combo;binary;no expression;100;;29;36;29;56,39329806;0,482758621;12;27;34;36;2,583333333;2
DeRycke;LR;combo;binary;no expression;500;0,526596659;76;116;72;64,16740954;0,505518765;19;46;64;84;7,931034483;5
DeRycke;LR;combo;binary;no expression;1000;0,484853423;95;157;98;60,89005236;0,448420066;13;34;50;87;15,31847134;8
DeRycke;LR;combo;binary;no expression;2000;0,446427862;106;175;109;56,31840981;0,439098165;10;26;31;60;26,27428571;17
DeRycke;LR;combo;binary;no expression;depict;;42;46;44;79,72222222;0,658473079;25;43;44;46;1,826086957;1
DeRycke;LR;incoming;normal;diff expression;25;;13;16;13;73,86363636;0,761538462;10;16;16;16;1,5;1
DeRycke;LR;incoming;normal;diff expression;50;;19;24;19;63,82575758;0,649122807;12;22;23;24;1,958333333;1,5
DeRycke;LR;incoming;normal;diff expression;100;;26;32;25;55,13392857;0,535897436;12;25;29;32;2,59375;2
DeRycke;LR;incoming;normal;diff expression;500;0,606600785;70;106;65;63,9079474;0,616731091;23;43;66;83;7,537735849;4
DeRycke;LR;incoming;normal;diff expression;1000;0,517142988;89;144;88;62,54982462;0,522403182;8;40;62;95;12,78472222;7
DeRycke;LR;incoming;normal;diff expression;2000;0,558734077;99;160;97;60,32271691;0,526289913;5;18;31;66;21,64375;12
DeRycke;LR;incoming;normal;diff expression;depict;;40;44;42;84,22202797;0,797713033;28;42;42;44;1,681818182;1
DeRycke;LR;incoming;normal;no expression;25;;13;16;13;72,72727273;0,753846154;10;15;16;16;1,5625;1
DeRycke;LR;incoming;normal;no expression;50;;19;24;19;65,625;0,710526316;12;22;23;24;1,916666667;1,5
DeRycke;LR;incoming;normal;no expression;100;;26;32;25;59,24744898;0,538461538;13;26;30;32;2,34375;2
DeRycke;LR;incoming;normal;no expression;500;0,545793127;70;106;65;68,18658281;0,538314475;19;48;63;88;5,981132075;4
DeRycke;LR;incoming;normal;no expression;1000;0,55155533;89;144;88;68,13704649;0,58817786;15;42;66;105;9,722222222;6
DeRycke;LR;incoming;normal;no expression;2000;0,522002494;99;160;97;60,01748664;0,52686616;13;21;38;57;20,28125;14
DeRycke;LR;incoming;normal;no expression;depict;;40;44;42;84,62995338;0,768859649;28;42;43;44;1,568181818;1
DeRycke;LR;incoming;binary;diff expression;25;;13;16;13;60,79545455;0,7;8;15;16;16;1,75;1,5
DeRycke;LR;incoming;binary;diff expression;50;;19;24;19;68,75;0,802631579;13;22;23;24;1,833333333;1
DeRycke;LR;incoming;binary;diff expression;100;;26;32;25;50,66964286;0,392307692;9;25;29;32;2,625;2
DeRycke;LR;incoming;binary;diff expression;500;0,530912003;70;106;65;63,43284598;0,530457649;24;42;62;84;7,396226415;5
DeRycke;LR;incoming;binary;diff expression;1000;0,431370351;89;144;88;58,27487245;0,408382618;9;27;52;88;14,79166667;8
DeRycke;LR;incoming;binary;diff expression;2000;0,468185041;99;160;97;55,49247485;0,414804414;6;17;34;58;24,6375;15
DeRycke;LR;incoming;binary;diff expression;depict;;40;44;42;80,71095571;0,718483709;26;41;41;44;1,909090909;1
DeRycke;LR;incoming;binary;no expression;25;;13;16;13;57,95454545;0,692307692;8;15;16;16;1,8125;1,5
DeRycke;LR;incoming;binary;no expression;50;;19;24;19;61,07954545;0,697368421;11;22;23;24;1,958333333;2
DeRycke;LR;incoming;binary;no expression;100;;26;32;25;49,3622449;0,376282051;8;25;30;32;2,65625;2
DeRycke;LR;incoming;binary;no expression;500;0,501047886;70;106;65;60,69931117;0,4897256;12;41;61;78;7,603773585;5
DeRycke;LR;incoming;binary;no expression;1000;0,423114756;89;144;88;56,50886657;0,415981944;14;24;44;78;14,18055556;10
DeRycke;LR;incoming;binary;no expression;2000;0,426961063;99;160;97;54,42520041;0,415082132;2;18;26;50;23,5625;17,5
DeRycke;LR;incoming;binary;no expression;depict;;40;44;42;81,32284382;0,728070175;28;40;41;44;1,909090909;1
DeRycke;LR;outgoing;normal;diff expression;25;;13;17;15;70;0,849358974;10;16;16;17;1,705882353;1
DeRycke;LR;outgoing;normal;diff expression;50;;20;26;22;76,92307692;0,861666667;17;23;25;26;1,730769231;1
DeRycke;LR;outgoing;normal;diff expression;100;0,355050505;25;32;27;59,08564815;0,5375;12;27;31;32;2,375;2
DeRycke;LR;outgoing;normal;diff expression;500;0,517621263;74;106;67;62,55800612;0,554921066;19;47;59;81;7,622641509;4
DeRycke;LR;outgoing;normal;diff expression;1000;0,502200864;93;147;93;57,54513149;0,461382719;10;33;58;87;15,67346939;7
DeRycke;LR;outgoing;normal;diff expression;2000;0,525899487;103;162;102;57,72102143;0,495177295;9;19;41;73;24,17901235;12
DeRycke;LR;outgoing;normal;diff expression;depict;;40;44;42;84,32105869;0,78599359;29;41;43;44;1,636363636;1
DeRycke;LR;outgoing;normal;no expression;25;;13;17;15;70,58823529;0,858974359;10;16;17;17;1,647058824;1
DeRycke;LR;outgoing;normal;no expression;50;;20;26;22;65,28846154;0,663333333;13;24;25;26;1,807692308;1,5
DeRycke;LR;outgoing;normal;no expression;100;0,384040404;25;32;27;62,12384259;0,603333333;13;28;31;32;2,1875;2
DeRycke;LR;outgoing;normal;no expression;500;0,507884966;74;106;67;61,89890362;0,558332096;21;46;59;77;7,783018868;4
DeRycke;LR;outgoing;normal;no expression;1000;0,518349813;93;147;93;60,79825363;0,515017501;11;40;65;89;14,42857143;6
DeRycke;LR;outgoing;normal;no expression;2000;0,536765715;103;162;102;60,87226538;0,54012592;9;28;48;78;22,54320988;12
DeRycke;LR;outgoing;normal;no expression;depict;;40;44;42;82,26409666;0,723717949;27;41;42;44;1,727272727;1
DeRycke;LR;outgoing;binary;diff expression;25;;13;17;15;70,58823529;0,791666667;10;16;17;17;1,647058824;1
DeRycke;LR;outgoing;binary;diff expression;50;;20;26;22;71,15384615;0,775;16;24;25;26;1,769230769;1
DeRycke;LR;outgoing;binary;diff expression;100;0,537626263;25;32;27;51,15740741;0,426666667;9;25;31;32;2,6875;2
DeRycke;LR;outgoing;binary;diff expression;500;0,567276969;74;106;67;62,72310046;0,523261403;19;50;63;80;7,801886792;4
DeRycke;LR;outgoing;binary;diff expression;1000;0,51744354;93;147;93;57,10752361;0,434578094;9;27;49;87;15,38095238;8
DeRycke;LR;outgoing;binary;diff expression;2000;0,481642547;103;162;102;53,8280048;0,422401859;4;17;33;57;26,32098765;16
DeRycke;LR;outgoing;binary;diff expression;depict;;40;44;42;81,02704258;0,695801282;25;43;44;44;1,636363636;1
DeRycke;LR;outgoing;binary;no expression;25;;13;17;15;77,35294118;0,83974359;11;16;17;17;1,529411765;1
DeRycke;LR;outgoing;binary;no expression;50;;20;26;22;71,05769231;0,835;15;24;26;26;1,653846154;1
DeRycke;LR;outgoing;binary;no expression;100;0,599191919;25;32;27;55,6712963;0,494166667;11;27;31;32;2,46875;2
DeRycke;LR;outgoing;binary;no expression;500;0,580938851;74;106;67;63,75892402;0,468534045;10;44;63;87;6,933962264;4
DeRycke;LR;outgoing;binary;no expression;1000;0,545210478;93;147;93;63,53233831;0,504625534;7;36;62;96;12,37414966;7
DeRycke;LR;outgoing;binary;no expression;2000;0,486808922;103;162;102;59,59613869;0,474023846;2;24;40;69;21,21604938;13
DeRycke;LR;outgoing;binary;no expression;depict;;40;44;42;78,79746835;0,644711538;24;41;41;44;1,863636364;1
DeRycke;SVM;combo;normal;diff expression;25;;15;19;16;62,34817814;0,715555556;10;18;18;19;1,789473684;1
DeRycke;SVM;combo;normal;diff expression;50;;22;28;23;66,96428571;0,688311688;15;26;27;28;1,857142857;1
DeRycke;SVM;combo;normal;diff expression;100;;29;36;29;52,71164021;0,377115987;8;29;35;36;2,611111111;2
DeRycke;SVM;combo;normal;diff expression;500;0,541691247;76;116;72;62,94319057;0,531492002;12;51;62;83;8,267241379;4
DeRycke;SVM;combo;normal;diff expression;1000;0,4640981;95;157;98;59,27501917;0,489777297;4;32;65;93;16,68789809;7
DeRycke;SVM;combo;normal;diff expression;2000;0,511230219;106;175;109;55,92859001;0,491459344;2;22;35;61;27,89714286;15
DeRycke;SVM;combo;normal;diff expression;depict;;42;46;44;85,97826087;0,769300744;30;45;45;46;1,543478261;1
DeRycke;SVM;combo;normal;no expression;25;;15;19;16;69,63562753;0,788888889;11;18;18;19;1,684210526;1
DeRycke;SVM;combo;normal;no expression;50;;22;28;23;65,65934066;0,696969697;14;26;27;28;1,928571429;1,5
DeRycke;SVM;combo;normal;no expression;100;;29;36;29;54,87213404;0,424660397;10;30;35;36;2,472222222;2
DeRycke;SVM;combo;normal;no expression;500;0,533166102;76;116;72;63,88528709;0,527298166;15;54;59;83;7,879310345;5
DeRycke;SVM;combo;normal;no expression;1000;0,507399593;95;157;98;65,47520592;0,582736707;15;45;67;101;12,9044586;8
DeRycke;SVM;combo;normal;no expression;2000;0,550311385;106;175;109;62,82429872;0,53425283;7;28;45;82;22,32571429;12
DeRycke;SVM;combo;normal;no expression;depict;;42;46;44;82,18599034;0,72509624;27;43;46;46;1,673913043;1
DeRycke;SVM;combo;binary;diff expression;25;;15;19;16;60,72874494;0,724444444;10;17;18;19;1,894736842;1
DeRycke;SVM;combo;binary;diff expression;50;;22;28;23;65,4532967;0,706709957;15;25;28;28;1,857142857;1
DeRycke;SVM;combo;binary;diff expression;100;;29;36;29;59,61199295;0,523406479;13;28;34;36;2,388888889;2
DeRycke;SVM;combo;binary;diff expression;500;0,512118343;76;116;72;62,86822805;0,50700466;12;42;70;83;8,189655172;5
DeRycke;SVM;combo;binary;diff expression;1000;0,43806027;95;157;98;58,14286191;0,420321696;6;30;48;90;16,27388535;9
DeRycke;SVM;combo;binary;diff expression;2000;0,445493302;106;175;109;55,59412967;0,425553155;1;11;26;62;27,49714286;15
DeRycke;SVM;combo;binary;diff expression;depict;;42;46;44;83,81642512;0,74549122;28;45;45;46;1,630434783;1
DeRycke;SVM;combo;binary;no expression;25;;15;19;16;69,63562753;0,751111111;11;18;18;19;1,684210526;1
DeRycke;SVM;combo;binary;no expression;50;;22;28;23;68,13186813;0,771103896;14;26;28;28;1,75;1,5
DeRycke;SVM;combo;binary;no expression;100;;29;36;29;56,39329806;0,446812957;11;29;35;36;2,472222222;2
DeRycke;SVM;combo;binary;no expression;500;0,586063186;76;116;72;67,17604036;0,596560974;18;51;78;89;7,448275862;4
DeRycke;SVM;combo;binary;no expression;1000;0,489136821;95;157;98;62,13809317;0,509353711;20;31;52;95;14,63057325;8
DeRycke;SVM;combo;binary;no expression;2000;0,435789318;106;175;109;57,16321754;0,457564141;0;20;32;57;25,77714286;17
DeRycke;SVM;combo;binary;no expression;depict;;42;46;44;81,34057971;0,694187365;27;43;44;46;1,782608696;1
DeRycke;SVM;incoming;normal;diff expression;25;;13;16;13;69,31818182;0,776923077;9;15;16;16;1,625;1
DeRycke;SVM;incoming;normal;diff expression;50;;19;24;19;62,02651515;0,666666667;12;22;23;24;2;1,5
DeRycke;SVM;incoming;normal;diff expression;100;;26;32;25;58,86479592;0,475641026;11;27;31;32;2,25;2
DeRycke;SVM;incoming;normal;diff expression;500;0,613865605;70;106;65;65,28084075;0,62373953;25;52;60;83;7,311320755;4
DeRycke;SVM;incoming;normal;diff expression;1000;0,484533656;89;144;88;59,03242808;0,454601933;7;33;60;95;15,01388889;7
DeRycke;SVM;incoming;normal;diff expression;2000;0,585203532;99;160;97;61,29332364;0,538828015;7;24;49;71;21,8625;12
DeRycke;SVM;incoming;normal;diff expression;depict;;40;44;42;84,41142191;0,773026316;28;42;43;43;1,954545455;1
DeRycke;SVM;incoming;normal;no expression;25;;13;16;13;71,02272727;0,792307692;9;16;16;16;1,5;1
DeRycke;SVM;incoming;normal;no expression;50;;19;24;19;63,63636364;0,710526316;12;22;23;24;2;1,5
DeRycke;SVM;incoming;normal;no expression;100;;26;32;25;59,05612245;0,450641026;11;27;31;32;2,1875;2
DeRycke;SVM;incoming;normal;no expression;500;0,649287347;70;106;65;69,01835062;0,596745818;19;52;70;88;6,132075472;4
DeRycke;SVM;incoming;normal;no expression;1000;0,560463316;89;144;88;64,68896152;0,540996074;14;33;61;99;11,34027778;6
DeRycke;SVM;incoming;normal;no expression;2000;0,523178479;99;160;97;60,68748035;0,495439574;12;20;37;81;21,1625;10
DeRycke;SVM;incoming;normal;no expression;depict;;40;44;42;85,34382284;0,78004386;29;42;42;44;1,590909091;1
DeRycke;SVM;incoming;binary;diff expression;25;;13;16;13;65,34090909;0,723076923;9;15;15;16;1,8125;1
DeRycke;SVM;incoming;binary;diff expression;50;;19;24;19;67,14015152;0,771929825;14;21;23;24;1,916666667;1
DeRycke;SVM;incoming;binary;diff expression;100;;26;32;25;51,81760204;0,434615385;9;25;31;32;2,53125;2
DeRycke;SVM;incoming;binary;diff expression;500;0,621598466;70;106;65;66,11533121;0,555284571;17;48;61;85;6,433962264;4
DeRycke;SVM;incoming;binary;diff expression;1000;0,428810715;89;144;88;58,58356363;0,407663978;9;26;42;87;13,1875;8
DeRycke;SVM;incoming;binary;diff expression;2000;0,497483582;99;160;97;58,57975086;0,467665513;2;24;40;68;21,28125;14
DeRycke;SVM;incoming;binary;diff expression;depict;;40;44;42;81,002331;0,721240602;25;41;43;44;1,704545455;1
DeRycke;SVM;incoming;binary;no expression;25;;13;16;13;63,06818182;0,723076923;9;15;15;16;1,8125;1
DeRycke;SVM;incoming;binary;no expression;50;;19;24;19;61,26893939;0,736842105;12;21;23;24;2;1,5
DeRycke;SVM;incoming;binary;no expression;100;;26;32;25;51,62627551;0,396153846;9;26;31;31;2,53125;2
DeRycke;SVM;incoming;binary;no expression;500;0,512676055;70;106;65;62,70658063;0,528543349;18;41;58;84;7,245283019;5
DeRycke;SVM;incoming;binary;no expression;1000;0,475739061;89;144;88;60,28822988;0,522325586;16;41;46;82;12,75;8,5
DeRycke;SVM;incoming;binary;no expression;2000;0,452880869;99;160;97;57,00732867;0,475280475;7;25;28;59;22,6625;15
DeRycke;SVM;incoming;binary;no expression;depict;;40;44;42;84,83391608;0,802192982;30;41;42;44;1,681818182;1
DeRycke;SVM;outgoing;normal;diff expression;25;;13;17;15;70,58823529;0,833333333;10;16;17;17;1,647058824;1
DeRycke;SVM;outgoing;normal;diff expression;50;;20;26;22;65,09615385;0,7;13;24;25;26;1,846153846;1,5
DeRycke;SVM;outgoing;normal;diff expression;100;0,226641414;25;32;27;48,61111111;0,364166667;8;25;31;32;2,59375;2
DeRycke;SVM;outgoing;normal;diff expression;500;0,493935731;74;106;67;60,48890872;0,478918238;13;48;62;75;7,952830189;4
DeRycke;SVM;outgoing;normal;diff expression;1000;0,481667284;93;147;93;62,16732663;0,485318007;11;36;62;100;13,37414966;7
DeRycke;SVM;outgoing;normal;diff expression;2000;0,481270955;103;162;102;58,88870126;0,49418456;5;28;43;63;22,32098765;14
DeRycke;SVM;outgoing;normal;diff expression;depict;;40;44;42;85,41426928;0,771634615;29;43;43;44;1,545454545;1
DeRycke;SVM;outgoing;normal;no expression;25;;13;17;15;76,47058824;0,91025641;11;16;17;17;1,588235294;1
DeRycke;SVM;outgoing;normal;no expression;50;;20;26;22;60,09615385;0,69;12;24;25;26;1,923076923;2
DeRycke;SVM;outgoing;normal;no expression;100;0,433611111;25;32;27;58,62268519;0,52;10;27;31;32;2,3125;2
DeRycke;SVM;outgoing;normal;no expression;500;0,524698386;74;106;67;62,05698623;0,497624468;9;52;65;78;7,745283019;4
DeRycke;SVM;outgoing;normal;no expression;1000;0,504511677;93;147;93;62,82769824;0,524092322;13;43;64;96;13,12244898;7
DeRycke;SVM;outgoing;normal;no expression;2000;0,487458307;103;162;102;58,57020901;0,45668718;13;17;29;69;22,83950617;13
DeRycke;SVM;outgoing;normal;no expression;depict;;40;44;42;82,68124281;0,734358974;26;42;44;44;1,590909091;1
DeRycke;SVM;outgoing;binary;diff expression;25;;13;17;15;64,70588235;0,823717949;10;16;17;17;1,764705882;1
DeRycke;SVM;outgoing;binary;diff expression;50;;20;26;22;70,09615385;0,785;16;23;25;26;1,846153846;1
DeRycke;SVM;outgoing;binary;diff expression;100;0,483510101;25;32;27;51,85185185;0,475;10;24;32;32;2,46875;2
DeRycke;SVM;outgoing;binary;diff expression;500;0,523317916;74;106;67;60,37927078;0,481571873;12;47;55;80;7,886792453;5
DeRycke;SVM;outgoing;binary;diff expression;1000;0,447837875;93;147;93;56,04447152;0,398011323;8;31;48;74;15,37414966;10
DeRycke;SVM;outgoing;binary;diff expression;2000;0,412913329;103;162;102;54,87673083;0,412040661;5;13;25;57;24,99382716;15
DeRycke;SVM;outgoing;binary;diff expression;depict;;40;44;42;85,15535098;0,756410256;29;42;43;44;1,568181818;1
DeRycke;SVM;outgoing;binary;no expression;25;;13;17;15;71,47058824;0,830128205;10;16;17;17;1,588235294;1
DeRycke;SVM;outgoing;binary;no expression;50;;20;26;22;67,88461538;0,795;15;23;26;26;1,769230769;1
DeRycke;SVM;outgoing;binary;no expression;100;0,536818182;25;32;27;53,29861111;0,434166667;10;26;32;32;2,40625;2
DeRycke;SVM;outgoing;binary;no expression;500;0,581619861;74;106;67;64,71889342;0,527073052;9;54;70;84;6,962264151;3
DeRycke;SVM;outgoing;binary;no expression;1000;0,525418923;93;147;93;62,09787796;0,528589637;19;44;65;89;12,99319728;7
DeRycke;SVM;outgoing;binary;no expression;2000;0,478273378;103;162;102;59,90825172;0,467965435;11;22;42;70;21,75308642;12
DeRycke;SVM;outgoing;binary;no expression;depict;;40;44;42;78,32278481;0,634455128;23;42;42;44;1,863636364;1
DeRycke;DT;combo;normal;diff expression;25;;15;19;16;57,48987854;0,791111111;16;19;19;19;1,157894737;1
